COUNTY,FIPS,SVPREC,CDDIST,CNGDEM01,CNGDEM02,CNGIND01,CNGREP01,CNGREP02
14,06027,109,3,124,0,0,144,0
14,06027,109A,3,555,0,0,400,0
14,06027,110,3,40,0,0,48,0
14,06027,110A,3,180,0,0,103,0
14,06027,111,3,67,0,0,130,0
14,06027,111A,3,392,0,0,385,0
14,06027,112,3,0,0,0,0,0
14,06027,112A,3,NA,NA,NA,NA,NA
14,06027,113,3,20,0,0,50,0
14,06027,113A,3,109,0,0,145,0
14,06027,114,3,NA,NA,NA,NA,NA
14,06027,114A,3,117,0,0,72,0
14,06027,115,3,46,0,0,98,0
14,06027,115A,3,303,0,0,345,0
14,06027,116,3,NA,NA,NA,NA,NA
14,06027,116A,3,40,0,0,33,0
14,06027,117,3,3,0,0,9,0
14,06027,117A,3,35,0,0,82,0
15,06029,0010050,20,0,0,0,49,91
15,06029,0010050A,20,0,0,0,144,263
15,06029,0010226,20,0,0,0,12,21
15,06029,0010226A,20,0,0,0,91,337
15,06029,0010229,22,34,0,0,66,0
15,06029,0010229A,22,373,0,0,425,0
15,06029,0011151,22,67,0,0,94,0
15,06029,0011151A,22,283,0,0,283,0
15,06029,0011155,20,0,0,0,70,117
15,06029,0011155A,20,0,0,0,188,430
15,06029,0011190,20,0,0,0,55,72
15,06029,0011190A,20,0,0,0,258,414
15,06029,0011197,20,0,0,0,19,45
15,06029,0011197A,20,0,0,0,93,440
15,06029,0011530,22,52,0,0,45,0
15,06029,0011530A,22,248,0,0,205,0
15,06029,0011540,22,44,0,0,66,0
15,06029,0011540A,22,222,0,0,181,0
15,06029,0011542,22,32,0,0,49,0
15,06029,0011542A,22,208,0,0,231,0
15,06029,0011544,22,91,0,0,90,0
15,06029,0011544A,22,331,0,0,223,0
15,06029,0011546,22,63,0,0,89,0
15,06029,0011546A,22,351,0,0,271,0
15,06029,0011548,22,39,0,0,60,0
15,06029,0011548A,22,341,0,0,349,0
15,06029,0011550,22,49,0,0,46,0
15,06029,0011550A,22,386,0,0,315,0
15,06029,0011552,22,77,0,0,67,0
15,06029,0011552A,22,351,0,0,235,0
15,06029,0011557,22,68,0,0,43,0
15,06029,0011557A,22,195,0,0,123,0
15,06029,0011570,22,46,0,0,68,0
15,06029,0011570A,22,269,0,0,175,0
15,06029,0011580,22,50,0,0,55,0
15,06029,0011580A,22,270,0,0,200,0
15,06029,0011610,22,27,0,0,31,0
15,06029,0011610A,22,213,0,0,96,0
15,06029,0011620,22,40,0,0,38,0
15,06029,0011620A,22,223,0,0,239,0
15,06029,0011621,22,35,0,0,21,0
15,06029,0011621A,22,175,0,0,81,0
15,06029,0011626,22,36,0,0,41,0
15,06029,0011626A,22,235,0,0,225,0
15,06029,0011628,22,18,0,0,17,0
15,06029,0011628A,22,150,0,0,168,0
15,06029,0011719,20,0,0,0,23,28
15,06029,0011719A,20,0,0,0,121,261
15,06029,0011725,20,0,0,0,28,39
15,06029,0011725A,20,0,0,0,207,477
15,06029,0011855,22,19,0,0,35,0
15,06029,0011855A,22,114,0,0,210,0
15,06029,0011991,20,0,0,0,56,124
15,06029,0011991A,20,0,0,0,140,355
15,06029,0011996,20,0,0,0,66,121
15,06029,0011996A,20,0,0,0,141,394
15,06029,0012050,22,72,0,0,82,0
15,06029,0012050A,22,201,0,0,201,0
15,06029,0012171,20,0,0,0,50,74
15,06029,0012171A,20,0,0,0,201,376
15,06029,0012402,22,35,0,0,34,0
15,06029,0012402A,22,218,0,0,143,0
15,06029,0012505,20,0,0,0,26,53
15,06029,0012505A,20,0,0,0,114,265
15,06029,0012596,22,26,0,0,25,0
15,06029,0012596A,22,104,0,0,72,0
15,06029,0012620,20,0,0,0,46,73
15,06029,0012620A,20,0,0,0,132,312
15,06029,0012623,20,0,0,0,57,82
15,06029,0012623A,20,0,0,0,156,395
15,06029,0012626,20,0,0,0,36,78
15,06029,0012626A,20,0,0,0,140,334
15,06029,0012627,20,0,0,0,45,71
15,06029,0012627A,20,0,0,0,171,439
15,06029,0012650,20,0,0,0,44,104
15,06029,0012650A,20,0,0,0,164,607
15,06029,0012662,20,0,0,0,17,54
15,06029,0012662A,20,0,0,0,131,435
15,06029,0012664,20,0,0,0,40,118
15,06029,0012664A,20,0,0,0,188,727
15,06029,0012680,22,3,0,0,28,0
15,06029,0012680A,22,47,0,0,145,0
15,06029,0012700,20,0,0,0,48,70
15,06029,0012700A,20,0,0,0,179,437
15,06029,0012709,20,0,0,0,51,78
15,06029,0012709A,20,0,0,0,138,409
15,06029,0012722,22,10,0,0,60,0
15,06029,0012722A,22,85,0,0,239,0
15,06029,0012847,20,0,0,0,40,76
15,06029,0012847A,20,0,0,0,234,445
15,06029,0012920,20,0,0,0,77,149
15,06029,0012920A,20,0,0,0,155,485
15,06029,0012921,20,0,0,0,52,99
15,06029,0012921A,20,0,0,0,98,343
15,06029,0012922,20,0,0,0,60,116
15,06029,0012922A,20,0,0,0,138,523
15,06029,0012923,20,0,0,0,56,111
15,06029,0012923A,20,0,0,0,149,375
15,06029,0012925,20,0,0,0,48,114
15,06029,0012925A,20,0,0,0,151,450
15,06029,0012926,20,0,0,0,49,92
15,06029,0012926A,20,0,0,0,154,559
15,06029,0012927,20,0,0,0,72,113
15,06029,0012927A,20,0,0,0,153,429
15,06029,0012929,20,0,0,0,44,112
15,06029,0012929A,20,0,0,0,167,576
15,06029,0012930,20,0,0,0,39,101
15,06029,0012930A,20,0,0,0,157,568
15,06029,0012931,20,0,0,0,49,138
15,06029,0012931A,20,0,0,0,164,525
15,06029,0012932,20,0,0,0,51,113
15,06029,0012932A,20,0,0,0,136,364
15,06029,0012933,20,0,0,0,52,100
15,06029,0012933A,20,0,0,0,176,537
15,06029,0012935,20,0,0,0,41,98
15,06029,0012935A,20,0,0,0,165,536
15,06029,0012996,20,0,0,0,59,64
15,06029,0012996A,20,0,0,0,245,534
15,06029,0013070,20,0,0,0,27,67
15,06029,0013070A,20,0,0,0,115,433
15,06029,0013072,20,0,0,0,48,97
15,06029,0013072A,20,0,0,0,139,530
15,06029,0013107,22,71,0,0,60,0
15,06029,0013107A,22,220,0,0,149,0
15,06029,0013110,22,41,0,0,76,0
15,06029,0013110A,22,173,0,0,206,0
15,06029,0013112,22,20,0,0,64,0
15,06029,0013112A,22,213,0,0,451,0
15,06029,0013115,22,9,0,0,69,0
15,06029,0013115A,22,157,0,0,447,0
15,06029,0013116,22,40,0,0,80,0
15,06029,0013116A,22,181,0,0,217,0
15,06029,0013120,22,50,0,0,61,0
15,06029,0013120A,22,164,0,0,136,0
15,06029,0013121,22,43,0,0,98,0
15,06029,0013121A,22,180,0,0,409,0
15,06029,0013122,22,32,0,0,104,0
15,06029,0013122A,22,235,0,0,433,0
15,06029,0015105,20,0,0,0,33,93
15,06029,0015105A,20,0,0,0,107,387
15,06029,0015106,20,0,0,0,50,113
15,06029,0015106A,20,0,0,0,223,648
15,06029,0015107,22,36,0,0,82,0
15,06029,0015107A,22,265,0,0,357,0
15,06029,0015109,20,0,0,0,38,119
15,06029,0015109A,20,0,0,0,147,546
15,06029,0015110,20,0,0,0,20,25
15,06029,0015110A,20,0,0,0,162,842
15,06029,0015113,20,0,0,0,36,56
15,06029,0015113A,20,0,0,0,95,340
15,06029,0015114,20,0,0,0,35,113
15,06029,0015114A,20,0,0,0,200,519
15,06029,0015122,20,0,0,0,45,122
15,06029,0015122A,20,0,0,0,128,433
15,06029,0015124,20,0,0,0,55,78
15,06029,0015124A,20,0,0,0,179,488
15,06029,0015125,20,0,0,0,26,39
15,06029,0015125A,20,0,0,0,156,366
15,06029,0015136,20,0,0,0,21,45
15,06029,0015136A,20,0,0,0,150,614
15,06029,0015142,22,40,0,0,60,0
15,06029,0015142A,22,265,0,0,357,0
15,06029,0020110,20,0,0,0,17,51
15,06029,0020110A,20,0,0,0,113,337
15,06029,0020121,23,24,0,0,104,0
15,06029,0020121A,23,128,0,0,188,0
15,06029,0020179,23,16,0,0,50,0
15,06029,0020179A,23,46,0,0,129,0
15,06029,0020185,20,0,0,0,40,54
15,06029,0020185A,20,0,0,0,164,257
15,06029,0020232,22,48,0,0,38,0
15,06029,0020232A,22,215,0,0,139,0
15,06029,0020236,22,86,0,0,60,0
15,06029,0020236A,22,245,0,0,148,0
15,06029,0020237,22,70,0,0,72,0
15,06029,0020237A,22,315,0,0,222,0
15,06029,0020243,22,32,0,0,84,0
15,06029,0020243A,22,295,0,0,405,0
15,06029,0020244,22,30,0,0,39,0
15,06029,0020244A,22,222,0,0,221,0
15,06029,0020246,22,64,0,0,67,0
15,06029,0020246A,22,267,0,0,203,0
15,06029,0020248,22,31,0,0,30,0
15,06029,0020248A,22,168,0,0,161,0
15,06029,0020249,22,34,0,0,55,0
15,06029,0020249A,22,192,0,0,271,0
15,06029,0020250,22,30,0,0,30,0
15,06029,0020250A,22,192,0,0,207,0
15,06029,0020253,22,36,0,0,42,0
15,06029,0020253A,22,140,0,0,139,0
15,06029,0020254,22,79,0,0,99,0
15,06029,0020254A,22,306,0,0,306,0
15,06029,0020255,22,61,0,0,57,0
15,06029,0020255A,22,239,0,0,303,0
15,06029,0020256,22,53,0,0,64,0
15,06029,0020256A,22,291,0,0,265,0
15,06029,0020257,22,49,0,0,54,0
15,06029,0020257A,22,316,0,0,300,0
15,06029,0020260,22,44,0,0,71,0
15,06029,0020260A,22,239,0,0,214,0
15,06029,0020262,22,55,0,0,86,0
15,06029,0020262A,22,188,0,0,221,0
15,06029,0020263,22,37,0,0,37,0
15,06029,0020263A,22,201,0,0,209,0
15,06029,0020265,22,55,0,0,76,0
15,06029,0020265A,22,324,0,0,423,0
15,06029,0020266,22,43,0,0,73,0
15,06029,0020266A,22,221,0,0,384,0
15,06029,0020271,22,60,0,0,81,0
15,06029,0020271A,22,220,0,0,262,0
15,06029,0020273,22,44,0,0,57,0
15,06029,0020273A,22,253,0,0,279,0
15,06029,0020275,22,60,0,0,55,0
15,06029,0020275A,22,247,0,0,254,0
15,06029,0020279,22,34,0,0,28,0
15,06029,0020279A,22,149,0,0,141,0
15,06029,0020281,22,43,0,0,61,0
15,06029,0020281A,22,232,0,0,245,0
15,06029,0020282,22,40,0,0,69,0
15,06029,0020282A,22,312,0,0,351,0
15,06029,0020284,22,43,0,0,60,0
15,06029,0020284A,22,206,0,0,203,0
15,06029,0020286,22,40,0,0,68,0
15,06029,0020286A,22,199,0,0,295,0
15,06029,0020288,22,46,0,0,74,0
15,06029,0020288A,22,201,0,0,160,0
15,06029,0020289,22,46,0,0,48,0
15,06029,0020289A,22,221,0,0,227,0
15,06029,0020294,20,0,0,0,29,55
15,06029,0020294A,20,0,0,0,126,387
15,06029,0020295,20,0,0,0,33,68
15,06029,0020295A,20,0,0,0,133,315
15,06029,0020298,22,56,0,0,82,0
15,06029,0020298A,22,334,0,0,348,0
15,06029,0021143,20,0,0,0,29,63
15,06029,0021143A,20,0,0,0,126,296
15,06029,0021144,20,0,0,0,61,115
15,06029,0021144A,20,0,0,0,212,704
15,06029,0021146,20,0,0,0,37,78
15,06029,0021146A,20,0,0,0,140,466
15,06029,0021148,20,0,0,0,48,140
15,06029,0021148A,20,0,0,0,199,621
15,06029,0021270,23,69,0,0,109,0
15,06029,0021270A,23,297,0,0,362,0
15,06029,0021274,23,43,0,0,64,0
15,06029,0021274A,23,180,0,0,178,0
15,06029,0021280,23,52,0,0,72,0
15,06029,0021280A,23,259,0,0,272,0
15,06029,0021282,23,33,0,0,63,0
15,06029,0021282A,23,218,0,0,256,0
15,06029,0021286,23,53,0,0,83,0
15,06029,0021286A,23,197,0,0,248,0
15,06029,0021287,23,52,0,0,69,0
15,06029,0021287A,23,309,0,0,300,0
15,06029,0021512,20,0,0,0,60,99
15,06029,0021512A,20,0,0,0,234,614
15,06029,0021513,20,0,0,0,38,47
15,06029,0021513A,20,0,0,0,154,410
15,06029,0021519,20,0,0,0,24,57
15,06029,0021519A,20,0,0,0,126,245
15,06029,0021523,20,0,0,0,66,79
15,06029,0021523A,20,0,0,0,224,487
15,06029,0021660,23,15,0,0,48,0
15,06029,0021660A,23,59,0,0,125,0
15,06029,0021710,23,17,0,0,60,0
15,06029,0021710A,23,45,0,0,93,0
15,06029,0021752,22,33,0,0,20,0
15,06029,0021752A,22,155,0,0,104,0
15,06029,0021781,20,0,0,0,21,48
15,06029,0021781A,20,0,0,0,68,215
15,06029,0021885,20,0,0,0,41,81
15,06029,0021885A,20,0,0,0,174,454
15,06029,0021886,20,0,0,0,55,86
15,06029,0021886A,20,0,0,0,163,405
15,06029,0021889,20,0,0,0,63,107
15,06029,0021889A,20,0,0,0,211,500
15,06029,0021895,20,0,0,0,42,45
15,06029,0021895A,20,0,0,0,115,266
15,06029,0022000,22,79,0,0,64,0
15,06029,0022000A,22,263,0,0,184,0
15,06029,0022002,22,35,0,0,40,0
15,06029,0022002A,22,194,0,0,168,0
15,06029,0022003,22,63,0,0,69,0
15,06029,0022003A,22,309,0,0,239,0
15,06029,0022006,22,62,0,0,55,0
15,06029,0022006A,22,217,0,0,237,0
15,06029,0022009,22,42,0,0,78,0
15,06029,0022009A,22,228,0,0,157,0
15,06029,0022010,22,47,0,0,65,0
15,06029,0022010A,22,240,0,0,220,0
15,06029,0022014,20,0,0,0,42,74
15,06029,0022014A,20,0,0,0,144,399
15,06029,0022018,20,0,0,0,16,37
15,06029,0022018A,20,0,0,0,72,153
15,06029,0022029,20,0,0,0,19,42
15,06029,0022029A,20,0,0,0,72,177
15,06029,0022030,22,44,0,0,64,0
15,06029,0022030A,22,302,0,0,412,0
15,06029,0022032,20,0,0,0,27,28
15,06029,0022032A,20,0,0,0,60,238
15,06029,0022033,22,57,0,0,63,0
15,06029,0022033A,22,282,0,0,335,0
15,06029,0022037,22,51,0,0,66,0
15,06029,0022037A,22,251,0,0,297,0
15,06029,0022041,22,61,0,0,93,0
15,06029,0022041A,22,273,0,0,338,0
15,06029,0022047,22,34,0,0,56,0
15,06029,0022047A,22,196,0,0,261,0
15,06029,0023020,20,0,0,0,65,87
15,06029,0023020A,20,0,0,0,168,256
15,06029,0023021,20,0,0,0,57,37
15,06029,0023021A,20,0,0,0,141,184
15,06029,0023022,20,0,0,0,76,79
15,06029,0023022A,20,0,0,0,221,312
15,06029,0023023,20,0,0,0,82,77
15,06029,0023023A,20,0,0,0,224,300
15,06029,0023024,20,0,0,0,47,61
15,06029,0023024A,20,0,0,0,137,163
15,06029,0023025,20,0,0,0,69,72
15,06029,0023025A,20,0,0,0,179,270
15,06029,0023026,20,0,0,0,55,39
15,06029,0023026A,20,0,0,0,129,163
15,06029,0023029,20,0,0,0,27,27
15,06029,0023029A,20,0,0,0,155,182
15,06029,0023030,20,0,0,0,43,36
15,06029,0023030A,20,0,0,0,112,124
15,06029,0023034,20,0,0,0,99,69
15,06029,0023034A,20,0,0,0,244,301
15,06029,0023035,20,0,0,0,44,73
15,06029,0023035A,20,0,0,0,159,241
15,06029,0023211,20,0,0,0,42,60
15,06029,0023211A,20,0,0,0,82,273
15,06029,0023212,20,0,0,0,97,128
15,06029,0023212A,20,0,0,0,250,618
15,06029,0023239,22,29,0,0,51,0
15,06029,0023239A,22,187,0,0,190,0
15,06029,0023241,22,25,0,0,37,0
15,06029,0023241A,22,150,0,0,158,0
15,06029,0023401,20,0,0,0,42,80
15,06029,0023401A,20,0,0,0,147,394
15,06029,0023402,20,0,0,0,22,54
15,06029,0023402A,20,0,0,0,135,330
15,06029,0023404,20,0,0,0,55,88
15,06029,0023404A,20,0,0,0,163,359
15,06029,0023405,20,0,0,0,47,79
15,06029,0023405A,20,0,0,0,164,460
15,06029,0023412,20,0,0,0,42,62
15,06029,0023412A,20,0,0,0,117,298
15,06029,0023413,20,0,0,0,18,27
15,06029,0023413A,20,0,0,0,75,182
15,06029,0023451,20,0,0,0,71,65
15,06029,0023451A,20,0,0,0,186,257
15,06029,0025270,20,0,0,0,41,83
15,06029,0025270A,20,0,0,0,149,368
15,06029,0025281,20,0,0,0,18,57
15,06029,0025281A,20,0,0,0,109,237
15,06029,0025290,22,46,0,0,35,0
15,06029,0025290A,22,161,0,0,173,0
15,06029,0030039,20,0,0,0,38,50
15,06029,0030039A,20,0,0,0,91,224
15,06029,0030150,20,0,0,0,38,67
15,06029,0030150A,20,0,0,0,97,261
15,06029,0030170,20,0,0,0,45,59
15,06029,0030170A,20,0,0,0,122,284
15,06029,0030301,22,17,0,0,32,0
15,06029,0030301A,22,186,0,0,290,0
15,06029,0030302,22,47,0,0,80,0
15,06029,0030302A,22,265,0,0,273,0
15,06029,0030304,22,54,0,0,75,0
15,06029,0030304A,22,327,0,0,367,0
15,06029,0030306,22,17,0,0,24,0
15,06029,0030306A,22,114,0,0,102,0
15,06029,0030308,22,40,0,0,44,0
15,06029,0030308A,22,286,0,0,229,0
15,06029,0030310,22,38,0,0,55,0
15,06029,0030310A,22,256,0,0,263,0
15,06029,0030314,22,53,0,0,66,0
15,06029,0030314A,22,279,0,0,389,0
15,06029,0030316,22,25,0,0,54,0
15,06029,0030316A,22,195,0,0,271,0
15,06029,0030318,22,32,0,0,90,0
15,06029,0030318A,22,307,0,0,374,0
15,06029,0030324,22,22,0,0,13,0
15,06029,0030324A,22,131,0,0,79,0
15,06029,0030328,22,45,0,0,85,0
15,06029,0030328A,22,233,0,0,358,0
15,06029,0030337,20,0,0,0,36,78
15,06029,0030337A,20,0,0,0,147,396
15,06029,0030338,22,36,0,0,62,0
15,06029,0030338A,22,208,0,0,252,0
15,06029,0030343,22,38,0,0,26,0
15,06029,0030343A,22,212,0,0,126,0
15,06029,0030346,22,30,0,0,42,0
15,06029,0030346A,22,219,0,0,171,0
15,06029,0030348,22,31,0,0,37,0
15,06029,0030348A,22,174,0,0,202,0
15,06029,0030354,20,0,0,0,22,67
15,06029,0030354A,20,0,0,0,76,268
15,06029,0030363,20,0,0,0,33,97
15,06029,0030363A,20,0,0,0,100,306
15,06029,0030367,22,41,0,0,60,0
15,06029,0030367A,22,325,0,0,462,0
15,06029,0030369,20,0,0,0,24,56
15,06029,0030369A,20,0,0,0,105,333
15,06029,0030375,20,0,0,0,20,74
15,06029,0030375A,20,0,0,0,138,512
15,06029,0030385,20,0,0,0,38,72
15,06029,0030385A,20,0,0,0,179,588
15,06029,0030386,20,0,0,0,54,104
15,06029,0030386A,20,0,0,0,102,516
15,06029,0030387,20,0,0,0,41,96
15,06029,0030387A,20,0,0,0,154,535
15,06029,0030389,20,0,0,0,19,44
15,06029,0030389A,20,0,0,0,101,297
15,06029,0030393,20,0,0,0,18,57
15,06029,0030393A,20,0,0,0,75,282
15,06029,0030396,20,0,0,0,41,93
15,06029,0030396A,20,0,0,0,162,416
15,06029,0031210,22,40,0,0,54,0
15,06029,0031210A,22,253,0,0,264,0
15,06029,0031389,22,44,0,0,116,0
15,06029,0031389A,22,363,0,0,491,0
15,06029,0031478,22,56,0,0,74,0
15,06029,0031478A,22,358,0,0,434,0
15,06029,0031641,22,72,0,0,51,0
15,06029,0031641A,22,253,0,0,177,0
15,06029,0031772,20,0,0,0,51,91
15,06029,0031772A,20,0,0,0,147,421
15,06029,0031935,22,37,0,0,56,0
15,06029,0031935A,22,194,0,0,190,0
15,06029,0031950,20,0,0,0,16,69
15,06029,0031950A,20,0,0,0,65,186
15,06029,0031958,22,34,0,0,46,0
15,06029,0031958A,22,125,0,0,126,0
15,06029,0031960,22,74,0,0,83,0
15,06029,0031960A,22,322,0,0,300,0
15,06029,0032214,20,0,0,0,18,50
15,06029,0032214A,20,0,0,0,82,231
15,06029,0032236,22,34,0,0,36,0
15,06029,0032236A,22,252,0,0,357,0
15,06029,0032330,20,0,0,0,30,58
15,06029,0032330A,20,0,0,0,144,569
15,06029,0032360,22,47,0,0,57,0
15,06029,0032360A,22,252,0,0,167,0
15,06029,0032370,22,66,0,0,66,0
15,06029,0032370A,22,98,0,0,127,0
15,06029,0032441,20,0,0,0,20,38
15,06029,0032441A,20,0,0,0,54,87
15,06029,0032442,22,23,0,0,58,0
15,06029,0032442A,22,130,0,0,261,0
15,06029,0032531,22,58,0,0,39,0
15,06029,0032531A,22,194,0,0,139,0
15,06029,0032532,22,35,0,0,51,0
15,06029,0032532A,22,221,0,0,247,0
15,06029,0032632,22,46,0,0,35,0
15,06029,0032632A,22,182,0,0,101,0
15,06029,0032652,20,0,0,0,29,87
15,06029,0032652A,20,0,0,0,203,702
15,06029,0032731,20,0,0,0,29,43
15,06029,0032731A,20,0,0,0,114,253
15,06029,0032736,20,0,0,0,20,41
15,06029,0032736A,20,0,0,0,68,166
15,06029,0032750,22,59,0,0,52,0
15,06029,0032750A,22,197,0,0,177,0
15,06029,0032751,22,29,0,0,49,0
15,06029,0032751A,22,185,0,0,185,0
15,06029,0032762,22,36,0,0,45,0
15,06029,0032762A,22,206,0,0,121,0
15,06029,0032765,22,61,0,0,86,0
15,06029,0032765A,22,206,0,0,239,0
15,06029,0033040,20,0,0,0,37,107
15,06029,0033040A,20,0,0,0,139,591
15,06029,0033041,20,0,0,0,45,75
15,06029,0033041A,20,0,0,0,185,445
15,06029,0033042,20,0,0,0,40,78
15,06029,0033042A,20,0,0,0,143,437
15,06029,0033045,20,0,0,0,32,99
15,06029,0033045A,20,0,0,0,178,419
15,06029,0033161,22,9,0,0,22,0
15,06029,0033161A,22,95,0,0,119,0
15,06029,0033222,22,64,0,0,67,0
15,06029,0033222A,22,181,0,0,155,0
15,06029,0033491,22,23,0,0,29,0
15,06029,0033491A,22,154,0,0,67,0
15,06029,0033492,22,33,0,0,36,0
15,06029,0033492A,22,202,0,0,115,0
15,06029,0033499,20,0,0,0,34,41
15,06029,0033499A,20,0,0,0,78,201
15,06029,0035601,20,0,0,0,42,116
15,06029,0035601A,20,0,0,0,160,577
15,06029,0035602,20,0,0,0,41,96
15,06029,0035602A,20,0,0,0,154,507
15,06029,0035604,20,0,0,0,43,75
15,06029,0035604A,20,0,0,0,156,639
15,06029,0035623,20,0,0,0,37,104
15,06029,0035623A,20,0,0,0,125,526
15,06029,0035624,20,0,0,0,33,122
15,06029,0035624A,20,0,0,0,144,395
15,06029,0035629,20,0,0,0,37,80
15,06029,0035629A,20,0,0,0,139,496
15,06029,0035632,20,0,0,0,33,52
15,06029,0035632A,20,0,0,0,129,407
15,06029,0035633,20,0,0,0,70,162
15,06029,0035633A,20,0,0,0,161,641
15,06029,0035634,20,0,0,0,41,106
15,06029,0035634A,20,0,0,0,167,570
15,06029,0035645,20,0,0,0,19,68
15,06029,0035645A,20,0,0,0,110,322
15,06029,0035646,20,0,0,0,19,33
15,06029,0035646A,20,0,0,0,88,234
15,06029,0035652,22,21,0,0,24,0
15,06029,0035652A,22,149,0,0,153,0
15,06029,0035658,20,0,0,0,41,94
15,06029,0035658A,20,0,0,0,154,493
15,06029,0035659,20,0,0,0,29,92
15,06029,0035659A,20,0,0,0,167,508
15,06029,0035672,20,0,0,0,19,53
15,06029,0035672A,20,0,0,0,106,382
15,06029,0035675,20,0,0,0,3,39
15,06029,0035675A,20,0,0,0,65,431
15,06029,0035676,22,23,0,0,10,0
15,06029,0035676A,22,150,0,0,60,0
15,06029,0035677,22,74,0,0,76,0
15,06029,0035677A,22,350,0,0,242,0
15,06029,0035678,20,0,0,0,16,51
15,06029,0035678A,20,0,0,0,91,239
15,06029,0035683,22,38,0,0,36,0
15,06029,0035683A,22,208,0,0,141,0
15,06029,0035697,20,0,0,0,31,62
15,06029,0035697A,20,0,0,0,129,368
15,06029,0040086,20,0,0,0,24,69
15,06029,0040086A,20,0,0,0,137,546
15,06029,0040137,22,37,0,0,30,0
15,06029,0040137A,22,98,0,0,42,0
15,06029,0040401,20,0,0,0,9,23
15,06029,0040401A,20,0,0,0,123,575
15,06029,0040402,20,0,0,0,18,92
15,06029,0040402A,20,0,0,0,127,592
15,06029,0040405,20,0,0,0,33,83
15,06029,0040405A,20,0,0,0,126,568
15,06029,0040406,20,0,0,0,60,133
15,06029,0040406A,20,0,0,0,156,602
15,06029,0040407,20,0,0,0,27,107
15,06029,0040407A,20,0,0,0,158,521
15,06029,0040409,20,0,0,0,33,70
15,06029,0040409A,20,0,0,0,79,246
15,06029,0040411,22,56,0,0,60,0
15,06029,0040411A,22,191,0,0,235,0
15,06029,0040412,22,49,0,0,70,0
15,06029,0040412A,22,238,0,0,198,0
15,06029,0040413,20,0,0,0,39,116
15,06029,0040413A,20,0,0,0,190,610
15,06029,0040415,20,0,0,0,25,61
15,06029,0040415A,20,0,0,0,127,574
15,06029,0040418,20,0,0,0,21,77
15,06029,0040418A,20,0,0,0,125,535
15,06029,0040419,20,0,0,0,27,63
15,06029,0040419A,20,0,0,0,100,300
15,06029,0040421,20,0,0,0,34,103
15,06029,0040421A,20,0,0,0,166,643
15,06029,0040422,22,58,0,0,61,0
15,06029,0040422A,22,240,0,0,251,0
15,06029,0040427,22,53,0,0,101,0
15,06029,0040427A,22,321,0,0,316,0
15,06029,0040430,20,0,0,0,31,60
15,06029,0040430A,20,0,0,0,109,284
15,06029,0040432,20,0,0,0,13,84
15,06029,0040432A,20,0,0,0,102,486
15,06029,0040433,20,0,0,0,31,80
15,06029,0040433A,20,0,0,0,82,229
15,06029,0040435,20,0,0,0,33,113
15,06029,0040435A,20,0,0,0,150,700
15,06029,0040436,20,0,0,0,29,68
15,06029,0040436A,20,0,0,0,98,374
15,06029,0040437,20,0,0,0,30,58
15,06029,0040437A,20,0,0,0,104,380
15,06029,0040439,20,0,0,0,23,59
15,06029,0040439A,20,0,0,0,104,287
15,06029,0040440,20,0,0,0,35,98
15,06029,0040440A,20,0,0,0,124,667
15,06029,0040441,20,0,0,0,8,76
15,06029,0040441A,20,0,0,0,144,829
15,06029,0040443,20,0,0,0,21,56
15,06029,0040443A,20,0,0,0,119,452
15,06029,0040447,20,0,0,0,39,108
15,06029,0040447A,20,0,0,0,146,456
15,06029,0040448,22,16,0,0,30,0
15,06029,0040448A,22,110,0,0,112,0
15,06029,0040449,20,0,0,0,36,74
15,06029,0040449A,20,0,0,0,127,441
15,06029,0040450,20,0,0,0,19,40
15,06029,0040450A,20,0,0,0,78,282
15,06029,0040455,20,0,0,0,33,82
15,06029,0040455A,20,0,0,0,199,479
15,06029,0040457,20,0,0,0,26,83
15,06029,0040457A,20,0,0,0,130,411
15,06029,0040461,20,0,0,0,19,65
15,06029,0040461A,20,0,0,0,109,705
15,06029,0040462,20,0,0,0,26,96
15,06029,0040462A,20,0,0,0,165,664
15,06029,0040464,20,0,0,0,30,70
15,06029,0040464A,20,0,0,0,151,515
15,06029,0040466,20,0,0,0,32,112
15,06029,0040466A,20,0,0,0,106,553
15,06029,0040469,20,0,0,0,36,76
15,06029,0040469A,20,0,0,0,118,358
15,06029,0040470,20,0,0,0,42,96
15,06029,0040470A,20,0,0,0,134,400
15,06029,0040471,20,0,0,0,20,49
15,06029,0040471A,20,0,0,0,79,221
15,06029,0040472,20,0,0,0,12,30
15,06029,0040472A,20,0,0,0,42,132
15,06029,0040475,20,0,0,0,16,55
15,06029,0040475A,20,0,0,0,61,223
15,06029,0040478,20,0,0,0,27,66
15,06029,0040478A,20,0,0,0,120,378
15,06029,0040479,20,0,0,0,23,27
15,06029,0040479A,20,0,0,0,86,267
15,06029,0040489,20,0,0,0,15,53
15,06029,0040489A,20,0,0,0,61,403
15,06029,0040495,20,0,0,0,12,52
15,06029,0040495A,20,0,0,0,75,279
15,06029,0040497,20,0,0,0,22,70
15,06029,0040497A,20,0,0,0,78,204
15,06029,0040498,20,0,0,0,22,54
15,06029,0040498A,20,0,0,0,106,406
15,06029,0041240,22,28,0,0,55,0
15,06029,0041240A,22,63,0,0,90,0
15,06029,0041481,22,40,0,0,68,0
15,06029,0041481A,22,195,0,0,368,0
15,06029,0041529,20,0,0,0,24,57
